experiment,run,prec_0,prec_1,prec_2,prec_3,prec_4,prec_5,prec_6,prec_7,prec_8,prec_9,prec_10
agnews_1000_pfeiffer_diversity_100,15,0.95,0.953,0.962,0.95,0.948,0.955,0.959,0.95,0.962,0.951,0.957
agnews_1000_pfeiffer_diversity_100,16,0.95,0.959,0.959,0.95,0.945,0.947,0.951,0.95,0.962,0.962,0.959
agnews_1000_pfeiffer_diversity_50,1,0.957,0.967,0.967,0.957,0.96,0.955,0.952,0.952,0.951,0.951,0.957
agnews_1000_pfeiffer_diversity_50,2,0.955,0.974,0.962,0.942,0.953,0.948,0.957,0.953,0.955,0.962,0.955
agnews_1000_pfeiffer_diversity_50,3,0.96,0.962,0.948,0.951,0.939,0.955,0.952,0.945,0.957,0.958,0.962
agnews_1000_pfeiffer_diversity_50,4,0.952,0.962,0.955,0.95,0.951,0.948,0.952,0.943,0.957,0.954,0.95
agnews_1000_pfeiffer_diversity_50,5,0.95,0.965,0.967,0.947,0.956,0.955,0.957,0.955,0.946,0.955,0.953
agnews_1000_pfeiffer_diversity_50,6,0.947,0.955,0.962,0.945,0.948,0.955,0.947,0.947,0.953,0.942,0.949
agnews_1000_pfeiffer_diversity_50,7,0.95,0.964,0.959,0.945,0.949,0.95,0.95,0.95,0.948,0.954,0.952
agnews_1000_pfeiffer_diversity_50,8,0.952,0.957,0.962,0.944,0.945,0.94,0.947,0.945,0.955,0.958,0.952
agnews_1000_pfeiffer_diversity_50,9,0.952,0.969,0.959,0.95,0.948,0.952,0.953,0.95,0.953,0.96,0.956
agnews_1000_pfeiffer_diversity_50,10,0.955,0.96,0.957,0.945,0.945,0.952,0.952,0.955,0.955,0.965,0.952
agnews_1000_pfeiffer_diversity_50,11,0.957,0.967,0.959,0.945,0.952,0.95,0.95,0.945,0.95,0.949,0.952
agnews_1000_pfeiffer_diversity_50,12,0.955,0.955,0.957,0.941,0.945,0.94,0.95,0.947,0.955,0.958,0.951
agnews_1000_pfeiffer_diversity_50,13,0.96,0.971,0.958,0.952,0.95,0.957,0.96,0.955,0.957,0.958,0.955
agnews_1000_pfeiffer_diversity_50,14,0.959,0.969,0.955,0.951,0.953,0.948,0.955,0.948,0.96,0.956,0.952
agnews_1000_pfeiffer_diversity_50,15,0.95,0.953,0.96,0.948,0.952,0.948,0.952,0.948,0.95,0.951,0.962
agnews_1000_pfeiffer_diversity_50,16,0.95,0.959,0.96,0.948,0.944,0.952,0.946,0.943,0.955,0.956,0.959
agnews_1000_pfeiffer_diversity_500,1,0.957,0.967,0.967,0.957,0.945,0.943,0.955,0.95,0.944,0.953,0.955
agnews_1000_pfeiffer_diversity_500,2,0.955,0.974,0.962,0.938,0.945,0.952,0.943,0.95,0.933,0.947,0.952
agnews_1000_pfeiffer_diversity_500,3,0.96,0.962,0.948,0.949,0.947,0.955,0.952,0.941,0.96,0.962,0.958
agnews_1000_pfeiffer_diversity_500,4,0.952,0.962,0.955,0.953,0.953,0.952,0.95,0.948,0.957,0.954,0.955
agnews_1000_pfeiffer_diversity_500,5,0.95,0.965,0.967,0.951,0.947,0.962,0.962,0.962,0.953,0.948,0.944
agnews_1000_pfeiffer_diversity_500,6,0.947,0.955,0.962,0.943,0.953,0.952,0.95,0.95,0.955,0.945,0.955
agnews_1000_pfeiffer_diversity_500,7,0.95,0.964,0.959,0.95,0.952,0.948,0.945,0.947,0.955,0.947,0.955
agnews_1000_pfeiffer_diversity_500,8,0.952,0.957,0.96,0.941,0.937,0.945,0.94,0.945,0.962,0.954,0.95
agnews_1000_pfeiffer_diversity_500,9,0.952,0.969,0.957,0.943,0.942,0.955,0.951,0.95,0.95,0.957,0.949
agnews_1000_pfeiffer_diversity_500,10,0.955,0.96,0.957,0.945,0.942,0.948,0.946,0.955,0.957,0.957,0.952
agnews_1000_pfeiffer_diversity_500,11,0.957,0.967,0.959,0.947,0.95,0.945,0.95,0.947,0.952,0.954,0.952
agnews_1000_pfeiffer_diversity_500,12,0.955,0.955,0.957,0.942,0.948,0.948,0.952,0.948,0.957,0.963,0.955
agnews_1000_pfeiffer_diversity_500,13,0.96,0.971,0.958,0.952,0.95,0.952,0.952,0.95,0.953,0.954,0.947
agnews_1000_pfeiffer_diversity_500,14,0.959,0.969,0.955,0.951,0.953,0.95,0.947,0.95,0.962,0.96,0.953
agnews_1000_pfeiffer_diversity_500,15,0.95,0.953,0.962,0.95,0.948,0.948,0.95,0.95,0.952,0.947,0.96
agnews_1000_pfeiffer_diversity_500,16,0.95,0.959,0.96,0.95,0.945,0.95,0.951,0.945,0.955,0.958,0.958
agnews_1000_pfeiffer_random_10,1,0.957,0.945,0.944,0.949,0.941,0.95,0.962,0.957,0.934,0.939,0.942
agnews_1000_pfeiffer_random_10,2,0.955,0.936,0.939,0.936,0.957,0.95,0.959,0.955,0.948,0.945,0.953
agnews_1000_pfeiffer_random_10,3,0.96,0.944,0.948,0.938,0.95,0.953,0.957,0.958,0.955,0.953,0.96
agnews_1000_pfeiffer_random_10,4,0.952,0.932,0.95,0.942,0.939,0.953,0.95,0.953,0.936,0.95,0.945
agnews_1000_pfeiffer_random_10,5,0.95,0.937,0.948,0.932,0.929,0.941,0.95,0.943,0.953,0.951,0.949
agnews_1000_pfeiffer_random_10,6,0.947,0.953,0.944,0.942,0.943,0.945,0.957,0.953,0.951,0.955,0.949
agnews_1000_pfeiffer_random_10,7,0.95,0.947,0.944,0.947,0.947,0.948,0.952,0.955,0.953,0.955,0.958
agnews_1000_pfeiffer_random_10,8,0.952,0.941,0.943,0.945,0.948,0.947,0.953,0.94,0.941,0.945,0.951
agnews_1000_pfeiffer_random_10,9,0.952,0.939,0.948,0.936,0.938,0.943,0.952,0.953,0.948,0.95,0.949
agnews_1000_pfeiffer_random_10,10,0.955,0.944,0.95,0.942,0.937,0.95,0.955,0.95,0.946,0.951,0.947
agnews_1000_pfeiffer_random_10,11,0.957,0.953,0.95,0.945,0.95,0.955,0.95,0.955,0.957,0.953,0.951
agnews_1000_pfeiffer_random_10,12,0.955,0.947,0.955,0.942,0.955,0.959,0.96,0.955,0.95,0.957,0.953
agnews_1000_pfeiffer_random_10,13,0.96,0.939,0.949,0.94,0.944,0.959,0.967,0.955,0.939,0.945,0.962
agnews_1000_pfeiffer_random_10,14,0.959,0.943,0.953,0.933,0.947,0.95,0.962,0.96,0.957,0.953,0.947
agnews_1000_pfeiffer_random_10,15,0.95,0.947,0.946,0.934,0.958,0.946,0.96,0.957,0.948,0.939,0.947
agnews_1000_pfeiffer_random_10,16,0.95,0.924,0.947,0.938,0.931,0.945,0.959,0.962,0.946,0.948,0.951
agnews_1000_pfeiffer_random_100,1,0.957,0.945,0.947,0.948,0.943,0.95,0.955,0.955,0.946,0.946,0.947
agnews_1000_pfeiffer_random_100,2,0.955,0.936,0.944,0.934,0.95,0.953,0.959,0.96,0.953,0.944,0.955
agnews_1000_pfeiffer_random_100,3,0.96,0.944,0.946,0.93,0.955,0.959,0.964,0.951,0.955,0.957,0.955
agnews_1000_pfeiffer_random_100,4,0.952,0.932,0.946,0.942,0.947,0.95,0.959,0.955,0.936,0.951,0.951
agnews_1000_pfeiffer_random_100,5,0.95,0.937,0.948,0.93,0.939,0.939,0.943,0.948,0.943,0.951,0.949
agnews_1000_pfeiffer_random_100,6,0.947,0.953,0.948,0.942,0.948,0.952,0.957,0.952,0.948,0.958,0.964
agnews_1000_pfeiffer_random_100,7,0.95,0.947,0.942,0.947,0.945,0.943,0.952,0.964,0.953,0.955,0.962
agnews_1000_pfeiffer_random_100,8,0.952,0.941,0.943,0.945,0.946,0.953,0.95,0.948,0.943,0.944,0.945
agnews_1000_pfeiffer_random_100,9,0.952,0.939,0.948,0.919,0.94,0.95,0.955,0.955,0.95,0.952,0.955
agnews_1000_pfeiffer_random_100,10,0.955,0.944,0.948,0.942,0.938,0.935,0.955,0.95,0.945,0.943,0.958
agnews_1000_pfeiffer_random_100,11,0.957,0.951,0.955,0.942,0.947,0.944,0.962,0.971,0.957,0.953,0.953
agnews_1000_pfeiffer_random_100,12,0.955,0.947,0.957,0.942,0.945,0.952,0.957,0.948,0.946,0.955,0.955
agnews_1000_pfeiffer_random_100,13,0.96,0.939,0.949,0.94,0.946,0.957,0.945,0.951,0.95,0.955,0.962
agnews_1000_pfeiffer_random_100,14,0.959,0.943,0.951,0.947,0.947,0.955,0.955,0.953,0.951,0.953,0.958
agnews_1000_pfeiffer_random_100,15,0.95,0.947,0.951,0.942,0.95,0.957,0.955,0.955,0.948,0.949,0.947
agnews_1000_pfeiffer_random_100,16,0.95,0.924,0.947,0.94,0.935,0.946,0.955,0.957,0.946,0.949,0.951
agnews_1000_pfeiffer_random_50,1,0.957,0.945,0.944,0.951,0.943,0.952,0.96,0.955,0.95,0.948,0.945
agnews_1000_pfeiffer_random_50,2,0.955,0.936,0.941,0.938,0.945,0.952,0.962,0.962,0.946,0.941,0.948
agnews_1000_pfeiffer_random_50,3,0.96,0.944,0.948,0.922,0.955,0.962,0.957,0.957,0.953,0.948,0.964
agnews_1000_pfeiffer_random_50,4,0.952,0.932,0.948,0.944,0.946,0.953,0.959,0.955,0.948,0.955,0.951
agnews_1000_pfeiffer_random_50,5,0.95,0.937,0.95,0.934,0.946,0.94,0.959,0.945,0.951,0.945,0.947
agnews_1000_pfeiffer_random_50,6,0.947,0.953,0.95,0.945,0.943,0.95,0.962,0.95,0.955,0.962,0.96
agnews_1000_pfeiffer_random_50,7,0.95,0.947,0.946,0.947,0.943,0.946,0.953,0.955,0.944,0.955,0.962
agnews_1000_pfeiffer_random_50,8,0.952,0.941,0.943,0.945,0.946,0.953,0.959,0.953,0.944,0.95,0.946
agnews_1000_pfeiffer_random_50,9,0.952,0.939,0.939,0.925,0.94,0.95,0.957,0.955,0.957,0.955,0.953
agnews_1000_pfeiffer_random_50,10,0.955,0.944,0.945,0.929,0.943,0.936,0.957,0.957,0.945,0.948,0.951
agnews_1000_pfeiffer_random_50,11,0.957,0.951,0.951,0.942,0.945,0.945,0.955,0.962,0.958,0.955,0.936
agnews_1000_pfeiffer_random_50,12,0.955,0.947,0.957,0.942,0.948,0.957,0.957,0.953,0.953,0.957,0.962
agnews_1000_pfeiffer_random_50,13,0.96,0.939,0.949,0.94,0.94,0.959,0.96,0.953,0.946,0.95,0.964
agnews_1000_pfeiffer_random_50,14,0.959,0.943,0.948,0.939,0.955,0.95,0.957,0.962,0.955,0.951,0.951
agnews_1000_pfeiffer_random_50,15,0.95,0.947,0.95,0.948,0.953,0.955,0.964,0.957,0.95,0.955,0.951
agnews_1000_pfeiffer_random_50,16,0.95,0.924,0.947,0.938,0.94,0.947,0.953,0.96,0.955,0.951,0.958
agnews_1000_pfeiffer_random_500,1,0.957,0.945,0.946,0.949,0.945,0.947,0.959,0.957,0.944,0.941,0.946
agnews_1000_pfeiffer_random_500,2,0.955,0.936,0.941,0.934,0.957,0.957,0.964,0.962,0.951,0.948,0.951
agnews_1000_pfeiffer_random_500,3,0.96,0.944,0.946,0.945,0.947,0.953,0.957,0.955,0.951,0.955,0.958
agnews_1000_pfeiffer_random_500,4,0.952,0.932,0.945,0.946,0.941,0.948,0.952,0.948,0.951,0.953,0.949
agnews_1000_pfeiffer_random_500,5,0.95,0.937,0.945,0.92,0.946,0.948,0.948,0.951,0.953,0.951,0.953
agnews_1000_pfeiffer_random_500,6,0.947,0.953,0.953,0.949,0.943,0.95,0.952,0.95,0.946,0.953,0.953
agnews_1000_pfeiffer_random_500,7,0.95,0.947,0.942,0.949,0.945,0.943,0.95,0.952,0.953,0.951,0.953
agnews_1000_pfeiffer_random_500,8,0.952,0.941,0.943,0.942,0.941,0.947,0.948,0.951,0.937,0.955,0.955
agnews_1000_pfeiffer_random_500,9,0.952,0.939,0.934,0.938,0.936,0.94,0.95,0.943,0.943,0.95,0.953
agnews_1000_pfeiffer_random_500,10,0.955,0.944,0.943,0.938,0.934,0.943,0.955,0.957,0.943,0.958,0.958
agnews_1000_pfeiffer_random_500,11,0.957,0.951,0.957,0.945,0.95,0.952,0.953,0.962,0.958,0.953,0.945
agnews_1000_pfeiffer_random_500,12,0.955,0.947,0.955,0.942,0.948,0.95,0.955,0.95,0.946,0.95,0.953
agnews_1000_pfeiffer_random_500,13,0.96,0.939,0.949,0.944,0.946,0.962,0.96,0.953,0.941,0.948,0.964
agnews_1000_pfeiffer_random_500,14,0.959,0.943,0.948,0.94,0.947,0.952,0.955,0.962,0.95,0.953,0.955
agnews_1000_pfeiffer_random_500,15,0.95,0.947,0.955,0.953,0.948,0.953,0.96,0.953,0.95,0.946,0.94
agnews_1000_pfeiffer_random_500,16,0.95,0.924,0.947,0.938,0.938,0.951,0.952,0.96,0.948,0.948,0.953
agnews_1000_pfeiffer_uncertainty_10,1,0.955,0.962,0.959,0.964,0.962,0.958,0.96,0.964,0.964,0.964,0.964
agnews_1000_pfeiffer_uncertainty_10,2,0.955,0.964,0.969,0.964,0.95,0.945,0.957,0.959,0.962,0.962,0.962
agnews_1000_pfeiffer_uncertainty_10,3,0.96,0.962,0.971,0.962,0.96,0.967,0.969,0.957,0.962,0.964,0.962
agnews_1000_pfeiffer_uncertainty_10,4,0.952,0.971,0.967,0.964,0.957,0.964,0.962,0.945,0.952,0.957,0.957
agnews_1000_pfeiffer_uncertainty_10,5,0.95,0.959,0.95,0.964,0.964,0.957,0.959,0.962,0.946,0.959,0.962
agnews_1000_pfeiffer_uncertainty_10,6,0.947,0.959,0.955,0.964,0.959,0.96,0.957,0.959,0.95,0.945,0.952
agnews_1000_pfeiffer_uncertainty_10,7,0.95,0.962,0.95,0.959,0.952,0.964,0.967,0.967,0.955,0.957,0.962
agnews_1000_pfeiffer_uncertainty_10,8,0.952,0.955,0.967,0.967,0.953,0.969,0.964,0.969,0.971,0.962,0.964
agnews_1000_pfeiffer_uncertainty_10,9,0.952,0.952,0.959,0.962,0.955,0.964,0.971,0.969,0.959,0.955,0.962
agnews_1000_pfeiffer_uncertainty_10,10,0.955,0.964,0.971,0.952,0.953,0.953,0.946,0.962,0.955,0.955,0.945
agnews_1000_pfeiffer_uncertainty_10,11,0.957,0.957,0.955,0.95,0.964,0.962,0.948,0.959,0.962,0.959,0.962
agnews_1000_pfeiffer_uncertainty_10,12,0.955,0.964,0.948,0.952,0.962,0.955,0.964,0.96,0.96,0.96,0.96
agnews_1000_pfeiffer_uncertainty_10,13,0.96,0.957,0.964,0.964,0.955,0.96,0.967,0.967,0.964,0.962,0.964
agnews_1000_pfeiffer_uncertainty_10,14,0.959,0.962,0.962,0.971,0.959,0.964,0.961,0.959,0.962,0.957,0.959
agnews_1000_pfeiffer_uncertainty_10,15,0.95,0.939,0.959,0.964,0.962,0.969,0.964,0.943,0.952,0.959,0.964
agnews_1000_pfeiffer_uncertainty_10,16,0.95,0.964,0.959,0.962,0.948,0.957,0.957,0.964,0.962,0.957,0.955
agnews_1000_pfeiffer_uncertainty_100,1,0.957,0.948,0.956,0.959,0.964,0.962,0.967,0.955,0.95,0.962,0.959
agnews_1000_pfeiffer_uncertainty_100,2,0.955,0.962,0.964,0.957,0.967,0.955,0.957,0.959,0.962,0.959,0.969
agnews_1000_pfeiffer_uncertainty_100,3,0.96,0.964,0.967,0.964,0.96,0.959,0.969,0.964,0.962,0.964,0.96
agnews_1000_pfeiffer_uncertainty_100,4,0.952,0.969,0.964,0.967,0.967,0.95,0.957,0.964,0.952,0.957,0.962
agnews_1000_pfeiffer_uncertainty_100,5,0.95,0.962,0.964,0.945,0.948,0.959,0.952,0.959,0.953,0.962,0.96
agnews_1000_pfeiffer_uncertainty_100,6,0.947,0.962,0.967,0.955,0.962,0.957,0.962,0.953,0.953,0.955,0.959
agnews_1000_pfeiffer_uncertainty_100,7,0.95,0.959,0.957,0.967,0.953,0.96,0.962,0.958,0.962,0.964,0.967
agnews_1000_pfeiffer_uncertainty_100,8,0.952,0.957,0.955,0.957,0.955,0.962,0.957,0.957,0.957,0.953,0.962
agnews_1000_pfeiffer_uncertainty_100,9,0.952,0.955,0.95,0.969,0.967,0.962,0.967,0.967,0.959,0.955,0.964
agnews_1000_pfeiffer_uncertainty_100,10,0.955,0.967,0.971,0.969,0.967,0.959,0.969,0.962,0.962,0.959,0.957
agnews_1000_pfeiffer_uncertainty_100,11,0.957,0.962,0.967,0.967,0.957,0.967,0.962,0.964,0.955,0.955,0.952
agnews_1000_pfeiffer_uncertainty_100,12,0.955,0.964,0.96,0.967,0.962,0.957,0.959,0.957,0.955,0.959,0.957
agnews_1000_pfeiffer_uncertainty_100,13,0.96,0.955,0.955,0.95,0.958,0.96,0.96,0.957,0.962,0.964,0.964
agnews_1000_pfeiffer_uncertainty_100,14,0.959,0.962,0.952,0.964,0.957,0.957,0.955,0.953,0.962,0.955,0.955
agnews_1000_pfeiffer_uncertainty_100,15,0.95,0.941,0.955,0.962,0.971,0.959,0.967,0.967,0.959,0.969,0.964
agnews_1000_pfeiffer_uncertainty_100,16,0.95,0.962,0.962,0.962,0.962,0.969,0.964,0.964,0.957,0.964,0.962
agnews_1000_pfeiffer_uncertainty_50,1,0.957,0.948,0.962,0.95,0.96,0.962,0.959,0.971,0.959,0.96,0.96
agnews_1000_pfeiffer_uncertainty_50,2,0.955,0.964,0.971,0.964,0.959,0.969,0.957,0.967,0.962,0.955,0.964
agnews_1000_pfeiffer_uncertainty_50,3,0.96,0.962,0.964,0.962,0.957,0.955,0.962,0.957,0.967,0.957,0.959
agnews_1000_pfeiffer_uncertainty_50,4,0.952,0.967,0.964,0.959,0.957,0.953,0.952,0.959,0.957,0.969,0.962
agnews_1000_pfeiffer_uncertainty_50,5,0.95,0.957,0.957,0.959,0.967,0.964,0.96,0.96,0.959,0.959,0.962
agnews_1000_pfeiffer_uncertainty_50,6,0.947,0.959,0.959,0.952,0.964,0.953,0.945,0.964,0.964,0.957,0.957
agnews_1000_pfeiffer_uncertainty_50,7,0.95,0.959,0.95,0.952,0.955,0.952,0.955,0.955,0.95,0.959,0.955
agnews_1000_pfeiffer_uncertainty_50,8,0.952,0.959,0.941,0.951,0.962,0.959,0.967,0.955,0.962,0.959,0.965
agnews_1000_pfeiffer_uncertainty_50,9,0.952,0.955,0.964,0.964,0.962,0.967,0.957,0.969,0.959,0.964,0.958
agnews_1000_pfeiffer_uncertainty_50,10,0.955,0.962,0.967,0.967,0.959,0.955,0.957,0.948,0.955,0.962,0.962
agnews_1000_pfeiffer_uncertainty_50,11,0.957,0.957,0.962,0.955,0.959,0.964,0.969,0.955,0.967,0.967,0.964
agnews_1000_pfeiffer_uncertainty_50,12,0.955,0.964,0.955,0.964,0.95,0.946,0.958,0.955,0.967,0.964,0.971
agnews_1000_pfeiffer_uncertainty_50,13,0.96,0.957,0.955,0.964,0.948,0.955,0.962,0.964,0.964,0.967,0.964
agnews_1000_pfeiffer_uncertainty_50,14,0.959,0.962,0.962,0.955,0.955,0.967,0.952,0.957,0.957,0.962,0.957
agnews_1000_pfeiffer_uncertainty_50,15,0.95,0.939,0.955,0.959,0.971,0.957,0.96,0.964,0.962,0.959,0.962
agnews_1000_pfeiffer_uncertainty_50,16,0.95,0.962,0.962,0.967,0.969,0.959,0.955,0.964,0.953,0.957,0.969
agnews_1000_pfeiffer_uncertainty_500,1,0.957,0.948,0.955,0.953,0.967,0.959,0.957,0.955,0.955,0.957,0.955
agnews_1000_pfeiffer_uncertainty_500,2,0.955,0.959,0.962,0.971,0.957,0.951,0.959,0.959,0.95,0.951,0.957
agnews_1000_pfeiffer_uncertainty_500,3,0.96,0.962,0.967,0.96,0.962,0.962,0.967,0.967,0.967,0.947,0.967
agnews_1000_pfeiffer_uncertainty_500,4,0.952,0.971,0.962,0.948,0.957,0.957,0.962,0.957,0.959,0.959,0.953
agnews_1000_pfeiffer_uncertainty_500,5,0.95,0.962,0.957,0.957,0.95,0.962,0.962,0.952,0.951,0.962,0.959
agnews_1000_pfeiffer_uncertainty_500,6,0.947,0.964,0.959,0.962,0.964,0.95,0.955,0.959,0.955,0.959,0.962
agnews_1000_pfeiffer_uncertainty_500,7,0.95,0.952,0.955,0.959,0.957,0.962,0.95,0.957,0.952,0.95,0.959
agnews_1000_pfeiffer_uncertainty_500,8,0.952,0.955,0.958,0.955,0.962,0.962,0.962,0.967,0.967,0.967,0.96
agnews_1000_pfeiffer_uncertainty_500,9,0.952,0.957,0.95,0.962,0.96,0.957,0.962,0.959,0.96,0.962,0.964
agnews_1000_pfeiffer_uncertainty_500,10,0.955,0.962,0.964,0.969,0.964,0.962,0.962,0.953,0.959,0.962,0.962
agnews_1000_pfeiffer_uncertainty_500,11,0.957,0.959,0.962,0.96,0.962,0.964,0.967,0.955,0.943,0.95,0.964
agnews_1000_pfeiffer_uncertainty_500,12,0.955,0.962,0.957,0.951,0.959,0.964,0.962,0.955,0.967,0.969,0.964
agnews_1000_pfeiffer_uncertainty_500,13,0.96,0.959,0.967,0.958,0.95,0.95,0.969,0.967,0.967,0.974,0.967
agnews_1000_pfeiffer_uncertainty_500,14,0.959,0.962,0.959,0.969,0.967,0.969,0.953,0.967,0.959,0.962,0.964
agnews_1000_pfeiffer_uncertainty_500,15,0.95,0.936,0.967,0.967,0.96,0.974,0.964,0.969,0.964,0.967,0.969
agnews_1000_pfeiffer_uncertainty_500,16,0.95,0.959,0.962,0.95,0.957,0.962,0.957,0.955,0.964,0.962,0.962
agnews_1000_pfeifferinv_diversity_10,1,0.957,0.967,0.962,0.948,0.947,0.955,0.952,0.962,0.942,0.955,0.96
agnews_1000_pfeifferinv_diversity_10,2,0.953,0.967,0.953,0.94,0.94,0.95,0.948,0.95,0.948,0.96,0.952
agnews_1000_pfeifferinv_diversity_10,3,0.952,0.962,0.957,0.954,0.939,0.953,0.95,0.947,0.953,0.954,0.955
agnews_1000_pfeifferinv_diversity_10,4,0.957,0.964,0.959,0.953,0.953,0.957,0.959,0.95,0.955,0.951,0.953
agnews_1000_pfeifferinv_diversity_10,5,0.957,0.96,0.952,0.947,0.951,0.945,0.952,0.95,0.957,0.948,0.951
agnews_1000_pfeifferinv_diversity_10,6,0.943,0.951,0.959,0.948,0.952,0.95,0.947,0.951,0.942,0.953,0.952
agnews_1000_pfeifferinv_diversity_10,7,0.957,0.964,0.96,0.955,0.958,0.95,0.953,0.94,0.943,0.944,0.952
agnews_1000_pfeifferinv_diversity_10,8,0.947,0.964,0.96,0.946,0.945,0.941,0.94,0.95,0.945,0.947,0.943
agnews_1000_pfeifferinv_diversity_10,9,0.955,0.959,0.955,0.948,0.942,0.947,0.95,0.947,0.955,0.955,0.946
agnews_1000_pfeifferinv_diversity_10,10,0.957,0.967,0.967,0.95,0.957,0.944,0.943,0.955,0.945,0.956,0.948
agnews_1000_pfeifferinv_diversity_10,11,0.952,0.955,0.957,0.945,0.95,0.948,0.952,0.952,0.955,0.956,0.955
agnews_1000_pfeifferinv_diversity_10,12,0.959,0.96,0.959,0.948,0.953,0.952,0.952,0.955,0.952,0.945,0.948
agnews_1000_pfeifferinv_diversity_10,13,0.962,0.971,0.965,0.957,0.953,0.957,0.962,0.955,0.953,0.96,0.957
agnews_1000_pfeifferinv_diversity_10,14,0.952,0.962,0.962,0.955,0.953,0.955,0.96,0.957,0.944,0.949,0.955
agnews_1000_pfeifferinv_diversity_10,15,0.95,0.967,0.952,0.946,0.95,0.948,0.953,0.951,0.948,0.958,0.955
agnews_1000_pfeifferinv_diversity_10,16,0.952,0.96,0.962,0.953,0.95,0.952,0.95,0.947,0.955,0.953,0.961
agnews_1000_pfeifferinv_diversity_100,1,0.95,0.95,0.955,0.938,0.945,0.931,0.943,0.943,0.934,0.949,0.959
agnews_1000_pfeifferinv_diversity_100,2,0.953,0.967,0.957,0.939,0.944,0.95,0.947,0.943,0.962,0.953,0.959
agnews_1000_pfeifferinv_diversity_100,3,0.952,0.962,0.957,0.941,0.937,0.94,0.948,0.945,0.962,0.95,0.96
agnews_1000_pfeifferinv_diversity_100,4,0.957,0.964,0.959,0.953,0.946,0.955,0.948,0.948,0.944,0.954,0.957
agnews_1000_pfeifferinv_diversity_100,5,0.957,0.96,0.955,0.948,0.945,0.95,0.95,0.95,0.957,0.955,0.95
agnews_1000_pfeifferinv_diversity_100,6,0.943,0.951,0.959,0.947,0.951,0.955,0.953,0.948,0.948,0.962,0.959
agnews_1000_pfeifferinv_diversity_100,7,0.957,0.964,0.96,0.958,0.953,0.95,0.95,0.948,0.929,0.941,0.951
agnews_1000_pfeifferinv_diversity_100,8,0.947,0.964,0.96,0.944,0.942,0.937,0.943,0.948,0.95,0.948,0.945
agnews_1000_pfeifferinv_diversity_100,9,0.955,0.959,0.955,0.946,0.942,0.947,0.947,0.952,0.95,0.947,0.958
agnews_1000_pfeifferinv_diversity_100,10,0.957,0.967,0.964,0.959,0.958,0.962,0.954,0.957,0.95,0.955,0.952
agnews_1000_pfeifferinv_diversity_100,11,0.952,0.955,0.955,0.945,0.948,0.945,0.95,0.957,0.947,0.952,0.955
agnews_1000_pfeifferinv_diversity_100,12,0.959,0.96,0.959,0.948,0.95,0.95,0.955,0.955,0.951,0.953,0.943
agnews_1000_pfeifferinv_diversity_100,13,0.962,0.971,0.965,0.957,0.953,0.959,0.957,0.946,0.959,0.952,0.95
agnews_1000_pfeifferinv_diversity_100,14,0.952,0.962,0.96,0.95,0.947,0.957,0.959,0.957,0.95,0.946,0.96
agnews_1000_pfeifferinv_diversity_100,15,0.95,0.967,0.952,0.943,0.943,0.953,0.955,0.95,0.947,0.955,0.948
agnews_1000_pfeifferinv_diversity_100,16,0.952,0.96,0.969,0.952,0.948,0.955,0.951,0.951,0.957,0.964,0.962
agnews_1000_pfeifferinv_diversity_50,1,0.95,0.95,0.955,0.94,0.943,0.935,0.943,0.947,0.941,0.95,0.953
agnews_1000_pfeifferinv_diversity_50,2,0.953,0.967,0.957,0.939,0.944,0.947,0.947,0.945,0.95,0.947,0.95
agnews_1000_pfeifferinv_diversity_50,3,0.952,0.962,0.959,0.95,0.945,0.95,0.955,0.95,0.959,0.956,0.957
agnews_1000_pfeifferinv_diversity_50,4,0.957,0.964,0.959,0.953,0.948,0.958,0.959,0.948,0.955,0.952,0.955
agnews_1000_pfeifferinv_diversity_50,5,0.957,0.96,0.952,0.944,0.942,0.95,0.952,0.95,0.959,0.953,0.955
agnews_1000_pfeifferinv_diversity_50,6,0.943,0.951,0.959,0.948,0.945,0.952,0.952,0.957,0.953,0.958,0.956
agnews_1000_pfeifferinv_diversity_50,7,0.957,0.964,0.96,0.955,0.958,0.955,0.952,0.95,0.942,0.952,0.95
agnews_1000_pfeifferinv_diversity_50,8,0.947,0.964,0.96,0.948,0.942,0.933,0.943,0.948,0.948,0.941,0.933
agnews_1000_pfeifferinv_diversity_50,9,0.955,0.959,0.955,0.948,0.942,0.955,0.95,0.952,0.951,0.958,0.956
agnews_1000_pfeifferinv_diversity_50,10,0.957,0.964,0.962,0.955,0.952,0.95,0.958,0.958,0.952,0.956,0.958
agnews_1000_pfeifferinv_diversity_50,11,0.952,0.955,0.953,0.945,0.945,0.953,0.952,0.955,0.939,0.948,0.957
agnews_1000_pfeifferinv_diversity_50,12,0.959,0.96,0.959,0.948,0.955,0.955,0.952,0.957,0.952,0.953,0.96
agnews_1000_pfeifferinv_diversity_50,13,0.962,0.971,0.965,0.955,0.951,0.955,0.959,0.959,0.951,0.958,0.964
agnews_1000_pfeifferinv_diversity_50,14,0.952,0.962,0.96,0.955,0.947,0.953,0.959,0.955,0.955,0.956,0.955
agnews_1000_pfeifferinv_diversity_50,15,0.95,0.967,0.955,0.95,0.942,0.957,0.955,0.948,0.951,0.957,0.955
agnews_1000_pfeifferinv_diversity_50,16,0.952,0.96,0.969,0.955,0.948,0.957,0.95,0.95,0.944,0.961,0.961
